id,cycle,setting1,setting2,setting3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,RUL,label1,label2,cycle_norm
56.64818,39.75119,0.47731042,0.1893091,1.1249915e-14,1.3044505e-14,0.23765485,0.1873054,0.31154335,6.876204e-14,0.9999994,0.88184613,0.082747154,0.16338836,5.152338e-14,0.11190002,0.92324626,0.11684124,0.17539737,0.22902471,1.8668552e-13,0.31158766,1.6174992e-14,3.7137238e-14,0.77789515,0.79662293,228.95137,1.0025482e-29,4.312564e-14,0.08226658
14.803794,44.67035,0.39083034,0.1756314,2.8988139e-09,2.9104261e-09,0.27855662,0.24268419,0.30433616,1.4403183e-08,0.9998964,0.753248,0.15526167,0.18903491,8.995266e-09,0.1679219,0.8286484,0.16110273,0.22562478,0.2710835,1.6223582e-08,0.3090759,4.3581556e-09,1.1546603e-08,0.6432182,0.67633474,154.69933,9.569213e-18,1.6758884e-08,0.09815228
38.60029,165.81244,0.4643633,0.3913457,2.6046155e-06,2.7266913e-06,0.34578198,0.4073205,0.4071861,3.6059805e-06,0.988715,0.62333244,0.28217033,0.23179904,3.9202796e-06,0.3320092,0.62465924,0.26966387,0.23507828,0.3982464,4.1193116e-06,0.3862213,2.4116114e-06,2.5930806e-06,0.5982464,0.5515921,67.664505,1.7521133e-09,0.00016609461,0.4188986
76.95574,105.9248,0.47147912,0.3487407,1.025376e-10,6.956938e-11,0.28102973,0.28396848,0.36910582,1.8388793e-10,0.9999198,0.81162626,0.14753073,0.1842766,1.6368876e-10,0.18172207,0.8306746,0.16171797,0.19377886,0.3242287,4.1569692e-10,0.3033984,1.1223533e-10,1.4646821e-10,0.696893,0.74405164,116.63876,1.7182779e-19,2.0590623e-09,0.23979999
95.95423,260.26666,0.3788987,0.4345871,2.1609635e-06,1.3343522e-06,0.36872166,0.5482491,0.6375512,1.4472076e-06,0.8785412,0.4219623,0.2905917,0.17588624,1.3986196e-06,0.59784234,0.3768102,0.21512476,0.17269732,0.57769716,1.8836204e-06,0.35458863,1.1362613e-06,9.793777e-07,0.34853074,0.3149809,15.643664,0.14304262,0.11946247,0.75043124
68.55381,69.45628,0.48036292,0.19466247,1.3120794e-13,1.0887546e-13,0.2961463,0.24241887,0.35632876,3.2362294e-13,0.99999815,0.8738158,0.13727367,0.22837593,2.401249e-13,0.13369441,0.88360965,0.1259057,0.27150258,0.24746685,5.9404624e-13,0.36169484,6.6185853e-14,2.3266778e-13,0.73537415,0.7657708,182.41513,1.5482479e-27,5.3541817e-13,0.16122171
42.960674,76.96477,0.52693146,0.25989202,4.706258e-11,2.9403972e-11,0.28131965,0.25798848,0.35144722,1.8029682e-10,0.999976,0.7851995,0.14173673,0.18674439,9.528305e-11,0.17582466,0.83643144,0.17779537,0.19054301,0.26539356,2.2129605e-10,0.35047305,5.3934773e-11,1.07004225e-10,0.6818758,0.7220303,148.43414,1.2336873e-21,2.3289312e-10,0.15460229
20.386974,111.7384,0.48665828,0.35138834,4.0219788e-07,3.885994e-07,0.31549326,0.39843065,0.42208683,1.1903829e-06,0.99366957,0.5666661,0.25995728,0.1820825,8.423872e-07,0.36393577,0.57572263,0.24012192,0.17418201,0.3987369,1.4559927e-06,0.39752138,5.6050436e-07,8.5288286e-07,0.5075257,0.47427243,52.916195,1.4467575e-09,8.109522e-05,0.32974517
79.978806,212.14186,0.44596785,0.446938,4.4254182e-05,3.6910595e-05,0.34258303,0.40638047,0.46436936,4.531984e-05,0.891108,0.528868,0.27465189,0.22758551,3.4012588e-05,0.40282455,0.47378904,0.260277,0.21598448,0.44505078,7.061139e-05,0.36225152,3.574951e-05,2.6868416e-05,0.4839017,0.48285228,52.63626,9.473694e-05,0.015585047,0.6022398
23.347425,93.659325,0.32304892,0.24799307,3.93735e-06,1.6456991e-06,0.2763186,0.45488998,0.5853631,3.8736102e-06,0.9484861,0.48579866,0.2850385,0.19791988,3.006141e-06,0.40719303,0.3771967,0.27827874,0.15566778,0.5475561,3.1330871e-06,0.3850521,3.082984e-06,4.1636977e-06,0.3546096,0.3305361,17.990458,0.16527103,0.09191768,0.33699104
35.415726,96.511185,0.42222518,0.2803558,1.4919155e-07,9.443463e-08,0.25344154,0.3519214,0.38450184,3.1721007e-07,0.998071,0.661794,0.19874616,0.21648648,2.0589569e-07,0.25298998,0.6691593,0.18865204,0.213187,0.35750213,3.2637678e-07,0.31438473,1.3973835e-07,1.548017e-07,0.6143878,0.58454597,77.11574,8.458013e-12,8.444185e-06,0.27329317
53.13413,52.450493,0.45876062,0.23667972,2.0327353e-09,2.4220452e-09,0.30863792,0.29364282,0.3406056,5.148068e-09,0.9999168,0.78814286,0.17053105,0.2320282,5.1564015e-09,0.18572472,0.81681687,0.18642108,0.2411405,0.31067407,7.0917228e-09,0.3502443,1.400022e-09,4.9104383e-09,0.628476,0.6602325,187.0495,4.481067e-18,6.929356e-09,0.13960783
17.269182,93.01675,0.47804016,0.13855124,3.9701507e-07,2.5577938e-07,0.24086663,0.31403184,0.3375419,7.658102e-07,0.997909,0.6685501,0.14913973,0.20849004,4.965178e-07,0.22018038,0.72868,0.1484968,0.18528815,0.3218273,5.7180574e-07,0.25901866,4.7924107e-07,8.491957e-07,0.5970131,0.59942144,66.40584,1.045169e-10,2.1599928e-05,0.24300636
46.499115,78.482155,0.42890596,0.34839353,2.7036712e-10,2.6900604e-10,0.3081481,0.31025267,0.33720517,8.1285406e-10,0.9999256,0.7780186,0.18662207,0.24919729,1.0173311e-09,0.15948872,0.8220354,0.19739245,0.27372232,0.32052296,1.4305815e-09,0.35133338,3.9502315e-10,7.0060374e-10,0.6976025,0.6992277,158.71924,2.895532e-20,1.7234062e-09,0.19208351
93.854675,274.08612,0.3901242,0.69060796,1.0548235e-07,7.684426e-08,0.35643676,0.4201164,0.4184168,1.1939319e-07,0.9632771,0.5781022,0.2661378,0.22825243,7.227502e-08,0.3877634,0.5308739,0.19595656,0.1371951,0.44624534,1.3078107e-07,0.33609036,8.354326e-08,3.369754e-08,0.5017547,0.44553712,19.749289,3.8603996e-08,0.0003441277,0.7965789
74.69344,217.12549,0.50387496,0.46531677,9.778937e-07,8.650457e-07,0.4488572,0.43404174,0.41148454,1.3767168e-06,0.9793787,0.5961895,0.25438273,0.26503393,1.1444591e-06,0.35094362,0.58847404,0.23761068,0.24633409,0.44222075,1.5217979e-06,0.4000805,1.5032942e-06,7.27236e-07,0.5413529,0.5383642,57.31727,1.8718935e-09,0.00013101171,0.5961554
60.850258,131.14294,0.4136079,0.38383117,3.405751e-05,2.6443267e-05,0.4068967,0.63330483,0.6991217,2.9186687e-05,0.92616135,0.406193,0.4446807,0.20714776,1.8610295e-05,0.6572066,0.34543952,0.37285846,0.16761371,0.6989956,2.3104812e-05,0.4533465,3.507212e-05,2.881367e-05,0.3324537,0.32098755,14.298987,0.9999902,1.3641574,0.45061582
20.0671,62.402485,0.4772369,0.2149706,3.5088699e-09,3.2115846e-09,0.27812055,0.26888928,0.3504489,9.948784e-09,0.9998707,0.72722137,0.1774301,0.18239783,6.2160477e-09,0.20460197,0.760742,0.1832004,0.22609687,0.27482802,2.0029896e-08,0.3232264,2.841797e-09,9.982447e-09,0.6167385,0.6534059,136.33502,2.945457e-17,2.7293353e-08,0.11612983
24.266117,97.84981,0.51923376,0.24851708,1.7218331e-09,1.3042947e-09,0.32975236,0.2906288,0.35448277,4.6680624e-09,0.9998719,0.7188558,0.2182344,0.202165,3.1494187e-09,0.21686032,0.76780933,0.19116957,0.1926404,0.29649138,7.939051e-09,0.35488504,1.6070999e-09,3.888012e-09,0.6472641,0.63283354,133.23051,1.8901788e-18,1.1698202e-08,0.21149936
14.711627,42.096786,0.30751058,0.14252572,1.6517572e-05,7.0513083e-06,0.18135877,0.45732754,0.40683347,1.8457144e-05,0.9807294,0.51766366,0.2101705,0.20044221,1.4624521e-05,0.27224693,0.46653572,0.2028255,0.16856481,0.4218084,1.904337e-05,0.29632834,1.2422321e-05,2.7137203e-05,0.32979277,0.38096926,43.242615,0.056366086,0.059911795,0.16605116
13.485179,65.97441,0.45487177,0.1957499,1.794156e-07,1.398418e-07,0.28618228,0.31430256,0.3432654,4.7623226e-07,0.99950844,0.677196,0.230856,0.20429607,2.811224e-07,0.22459315,0.7707449,0.23228653,0.21805234,0.27997214,5.908611e-07,0.30834344,1.5814359e-07,5.3174136e-07,0.65772617,0.63798237,147.12048,4.167392e-14,1.0331277e-06,0.15644157
57.28387,172.10832,0.3921816,0.36043862,1.3742429e-06,1.0188063e-06,0.35768324,0.35509297,0.4101508,2.1118874e-06,0.98645365,0.53193074,0.27576503,0.18033178,1.9173199e-06,0.37925538,0.52434194,0.25680938,0.19015136,0.38190603,2.1559592e-06,0.35454547,1.4856486e-06,8.776992e-07,0.51334363,0.44085106,50.613106,3.543421e-08,0.0003655023,0.48703077
82.16328,136.13916,0.50355613,0.36981842,2.9341328e-08,2.5847346e-08,0.3735294,0.36456114,0.40297073,5.2130282e-08,0.99922687,0.7432897,0.22219728,0.31326818,4.6342205e-08,0.28715307,0.7560415,0.21682563,0.3106626,0.3829998,1.09478414e-07,0.39378294,3.2128177e-08,3.923489e-08,0.60779756,0.6753703,150.95816,3.885109e-15,2.729662e-07,0.3499256
28.480532,57.765614,0.5033329,0.20122118,4.610306e-10,2.9044522e-10,0.28972223,0.2709057,0.3548975,1.6664818e-09,0.9999629,0.77935296,0.17410691,0.24468896,1.4887616e-09,0.19534199,0.8657876,0.22738345,0.26447487,0.30181012,2.8748293e-09,0.36156777,4.5357662e-10,1.3154725e-09,0.67096984,0.70414233,207.2321,1.8030553e-20,8.83444e-10,0.12677863
7.5838294,50.906918,0.3663125,0.119875774,2.135805e-09,1.1933184e-09,0.20382035,0.2911782,0.3791904,5.824009e-09,0.99970394,0.62513614,0.19452667,0.106165335,3.793313e-09,0.20345083,0.7053529,0.1620125,0.10582775,0.31315902,7.549791e-09,0.28985178,1.1279121e-09,4.3759143e-09,0.5710036,0.59148943,86.26909,7.3365615e-15,2.863183e-07,0.11964893
45.304417,36.45121,0.5301111,0.22630401,6.1617114e-17,1.325143e-16,0.20411757,0.17062463,0.2622484,6.8302376e-16,0.9999999,0.9126457,0.079503626,0.23925392,4.9012974e-16,0.09674365,0.9394774,0.098696396,0.21434085,0.21993458,2.1659386e-15,0.33483306,9.8306234e-17,5.606026e-16,0.79765445,0.8273807,220.07027,4.1046096e-35,1.3116164e-16,0.07829948
26.367287,72.89072,0.51032335,0.29001838,9.258567e-08,6.9899734e-08,0.26843193,0.26410422,0.3870901,2.2804119e-07,0.99881107,0.6804497,0.20924455,0.23000549,1.5825402e-07,0.2558276,0.71014184,0.22783604,0.19688992,0.3377056,2.949978e-07,0.36101323,7.1437356e-08,1.8431095e-07,0.6171406,0.6240419,132.46208,1.5500612e-13,1.3269478e-06,0.16854233
27.033928,73.39265,0.37213296,0.268441,1.0051888e-05,6.5782892e-06,0.35312772,0.58039665,0.63574123,1.5021554e-05,0.9609987,0.41569299,0.37177533,0.2155705,1.08219965e-05,0.566563,0.32881737,0.31047782,0.1802754,0.63301367,9.401368e-06,0.45750257,4.9450045e-06,7.186803e-06,0.3264665,0.3252583,21.487597,0.99729335,0.7801748,0.3382877
74.69718,179.2647,0.49281898,0.443859,1.8798755e-07,1.208961e-07,0.39781374,0.3714155,0.4446044,4.1777432e-07,0.9917143,0.6140343,0.27215937,0.20945925,2.0131226e-07,0.32524908,0.61023563,0.23368552,0.18352246,0.411733,5.8901065e-07,0.35881686,1.3973569e-07,1.834858e-07,0.57098037,0.54943687,78.72312,2.519112e-11,1.4963565e-05,0.5124357
30.638262,121.390686,0.40221134,0.25311446,6.683082e-05,4.223517e-05,0.32310736,0.47155464,0.4897998,8.089255e-05,0.912853,0.5339433,0.30670127,0.23918882,6.997185e-05,0.41855994,0.4760788,0.2747467,0.22844465,0.53122133,7.766116e-05,0.3696805,5.6073262e-05,6.597535e-05,0.44674933,0.38392892,36.752003,0.008384444,0.053816978,0.3882765
72.518654,147.79779,0.45059425,0.28130805,6.7353915e-07,8.899571e-07,0.31189308,0.3595919,0.4231324,8.714106e-07,0.9928403,0.6603222,0.23040609,0.19730152,9.764335e-07,0.2921786,0.6160768,0.22531924,0.19131371,0.41621727,1.1842943e-06,0.33265376,7.475083e-07,8.2503107e-07,0.5239314,0.5611937,66.712234,1.3511421e-09,0.00010023114,0.3762197
17.710878,99.63286,0.49876782,0.38805154,3.2277407e-07,3.626583e-07,0.30437753,0.34802207,0.3873126,7.2462603e-07,0.9966279,0.60879743,0.22361857,0.17953737,5.865913e-07,0.35792017,0.61865157,0.2233019,0.1835,0.36223847,9.762612e-07,0.32687464,3.1365323e-07,7.0211064e-07,0.5318581,0.54271114,56.77168,5.148505e-11,2.047963e-05,0.2897383
85.51982,224.77551,0.37669206,0.49161428,2.842149e-07,2.6122922e-07,0.320714,0.4552159,0.57636863,2.0679933e-07,0.95026976,0.4504032,0.2611663,0.1879531,2.140821e-07,0.44419932,0.44161892,0.2006471,0.15497562,0.5552651,3.3839308e-07,0.3578955,2.9257512e-07,1.6981546e-07,0.36777732,0.37430128,13.467283,0.00019332799,0.0111826705,0.6997737
20.993876,85.57224,0.408443,0.31089664,2.3585264e-07,2.6001703e-07,0.31796014,0.34160134,0.4206462,7.5967887e-07,0.9979418,0.60487735,0.25037345,0.16429786,5.4358435e-07,0.3194615,0.6769001,0.25362024,0.18775852,0.35228866,9.984047e-07,0.32764855,3.0950278e-07,4.0229034e-07,0.5716133,0.5595934,85.8187,1.523719e-11,1.5122246e-05,0.25524712
37.13069,124.47949,0.37638456,0.2544601,1.728084e-06,1.1995818e-06,0.30398342,0.40559518,0.3817205,1.7709413e-06,0.98520535,0.5365553,0.27221236,0.16459738,1.6140299e-06,0.31409046,0.57650566,0.24190114,0.15178137,0.38600886,3.0594006e-06,0.3675921,1.1249391e-06,9.873565e-07,0.52770704,0.49067464,43.764656,1.725731e-07,0.000534197,0.34161168
42.907658,98.91734,0.42116752,0.37866697,7.248663e-09,8.202868e-09,0.3041092,0.26701063,0.3605448,2.835637e-08,0.999647,0.7707714,0.16602486,0.25026712,2.4091548e-08,0.19463122,0.8038518,0.19538647,0.28985757,0.32324955,5.843428e-08,0.29859135,1.3526538e-08,1.3271061e-08,0.65136254,0.6675658,147.72673,4.7469652e-17,4.633944e-08,0.20957686
9.418613,36.641033,0.4049501,0.13413763,1.1596078e-13,9.0653085e-14,0.23787546,0.17045201,0.31359792,6.0738014e-13,0.9999983,0.8146743,0.10985972,0.12824064,4.5718307e-13,0.13468695,0.9004529,0.12137625,0.16918783,0.20620616,2.4972054e-12,0.23408653,1.7184306e-13,4.9289793e-13,0.75361705,0.713841,158.02058,3.8082553e-27,9.728737e-13,0.0647224
90.19463,183.33354,0.46055332,0.5342888,6.86125e-08,9.428309e-08,0.30296326,0.41720212,0.35296896,5.3587343e-08,0.995301,0.6566032,0.20621558,0.19074455,9.8759976e-08,0.29575986,0.6214822,0.24751875,0.13618226,0.3994082,1.4328945e-07,0.36483583,7.930232e-08,8.443652e-08,0.5290424,0.5813218,42.210613,4.2481182e-11,1.5314106e-05,0.5160056
15.071694,86.26744,0.4806617,0.24830143,1.322657e-06,7.4549996e-07,0.32106352,0.3534795,0.39410642,2.865101e-06,0.99754864,0.64562094,0.27955619,0.22970991,1.9503236e-06,0.3073596,0.6649193,0.25673434,0.21850927,0.37354442,3.5373848e-06,0.36035484,8.662576e-07,3.4141067e-06,0.57074636,0.58324593,125.89115,1.0718168e-11,9.02858e-06,0.1902254
19.564327,37.802197,0.42614907,0.1714056,2.1147212e-10,1.6393559e-10,0.26644772,0.24236909,0.31038514,7.4036055e-10,0.99998206,0.79786736,0.16165912,0.2188192,6.101737e-10,0.1805762,0.8571745,0.1517003,0.2104353,0.2647069,1.5201269e-09,0.30593616,3.0183153e-10,1.0507544e-09,0.6725456,0.7076262,200.27121,6.1744517e-21,5.470842e-10,0.07172271
23.120493,70.77792,0.467547,0.24225412,6.726229e-09,6.2626864e-09,0.2999157,0.32208732,0.35375488,1.7425792e-08,0.99973774,0.7160431,0.1862815,0.14502513,1.4311663e-08,0.22236754,0.7619853,0.1962789,0.18174446,0.31392458,4.1776318e-08,0.31921506,9.313079e-09,3.5281392e-08,0.5884046,0.6224312,121.74806,4.2502713e-16,9.590984e-08,0.17993733
40.47007,50.10372,0.45434275,0.21119335,6.84941e-10,3.757522e-10,0.28066537,0.2700306,0.35646293,1.7478943e-09,0.999935,0.79356533,0.15515965,0.19778238,1.52827e-09,0.16967411,0.8177969,0.16835889,0.22037905,0.2934242,3.3311094e-09,0.31416073,6.6312855e-10,1.496277e-09,0.6731307,0.68709034,179.32016,3.3288123e-19,2.4209819e-09,0.1036189
8.882349,24.429188,0.47363916,0.067676425,7.473932e-15,4.067554e-15,0.21788503,0.14764424,0.268379,4.2014633e-14,0.9999999,0.8858559,0.084117286,0.14656468,3.1152195e-14,0.08723884,0.94492096,0.08582533,0.17931929,0.18546703,1.06683915e-13,0.26671976,9.138095e-15,4.7393187e-14,0.7746526,0.7966997,221.11502,1.5876107e-31,9.840365e-15,0.030710697
