cycle,setting1,setting2,setting3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,RUL,cycle_norm
6.788438e-10,0.0024832238,1.4690103e-10,5.0884427e-12,2.1686528e-13,5.2528727e-23,2.830613e-22,1.9841223e-23,8.107041e-12,1.389005e-09,0.9581316,1.0059104e-24,2.8187085e-07,2.371059e-11,3.4651834e-26,0.96276116,2.0551396e-24,5.262327e-05,6.6709774e-22,1.759808e-11,1.1124325e-21,2.9665003e-12,1.13541e-10,0.91592294,0.9170548,0.72815484,1.1451929e-10
0.99756,0.027187165,0.010539414,1.3049167e-07,8.852197e-08,0.99638116,0.99319834,0.99985087,4.3493225e-07,0.15101823,8.0661085e-19,0.957669,0.29740644,5.2134664e-07,0.9998502,2.7889552e-19,0.9564059,0.17241563,0.99948895,7.7538726e-07,0.9961694,3.0126765e-07,9.608434e-07,3.531937e-19,1.5511804e-19,4.9910924e-22,0.9974124
2.3377079e-06,0.01443234,1.8801455e-05,4.082106e-06,1.706875e-06,2.5616465e-09,6.661202e-10,3.9145993e-09,4.196642e-06,0.024056237,0.3524377,9.661565e-08,1.3391415e-05,5.798889e-06,2.6488816e-09,0.37988067,1.0215649e-07,9.271985e-05,3.820564e-09,5.812182e-06,1.1629437e-09,3.4728123e-06,7.946734e-06,0.35197356,0.34890875,0.31065676,1.6867978e-06
2.3355592e-07,0.005839773,3.2945175e-07,4.2916792e-08,9.170722e-09,1.2933967e-13,5.7314816e-14,1.5740898e-13,5.4586028e-08,0.0006152001,0.5254135,7.8544636e-13,2.516694e-06,8.5520526e-08,2.8248049e-14,0.54666626,9.813108e-13,5.995227e-05,3.552026e-13,7.691142e-08,1.3724429e-13,3.4061735e-08,1.9070261e-07,0.5119221,0.50854415,0.396968,1.2455736e-07
1.6705497e-12,0.0017201459,1.4250817e-11,3.1915165e-14,6.734613e-16,3.91853e-27,3.4073118e-26,1.0472932e-27,6.82833e-14,1.765004e-12,0.9947875,2.774163e-27,1.7707931e-09,1.9424889e-13,4.1287076e-31,0.99633527,5.87613e-27,4.3813574e-07,9.5539283e-26,1.6358207e-13,1.4251449e-25,2.2507908e-14,1.2089292e-12,0.9795135,0.9790897,0.89634824,1.5351938e-13
2.6369016e-06,0.009491007,0.00014619982,2.6348922e-05,2.4621426e-05,2.0541278e-05,1.8413909e-06,3.5198475e-05,2.4911698e-05,0.103370205,0.08977218,0.0027165236,1.6812779e-06,2.0037989e-05,8.357052e-05,0.1105011,0.0028864269,4.8858788e-06,1.8585146e-05,2.2022561e-05,2.4704636e-06,2.305848e-05,2.4715295e-05,0.095790476,0.09453391,0.1555463,2.2671593e-06
0.0005982219,0.004263505,0.00046570803,6.7632823e-06,6.5289582e-06,0.056749176,0.0165731,0.058214333,4.1084054e-06,0.13174799,2.5413832e-05,0.21675088,4.8959632e-06,5.160663e-06,0.08419369,5.8785918e-05,0.22950955,4.0861682e-06,0.045298945,5.4000657e-06,0.015532752,5.7097263e-06,4.658406e-06,2.54301e-05,2.2846532e-05,0.0006981502,0.0005712216
2.2698511e-10,0.00026297217,7.599557e-14,1.31497986e-14,2.6233952e-16,1.5420051e-28,1.3766672e-27,3.9934804e-29,2.4369832e-14,5.328011e-14,0.99847764,6.3067908e-34,3.4379673e-07,1.1029319e-13,1.3562204e-32,0.999105,2.2948508e-33,0.00066777994,3.1993456e-27,5.8517976e-14,8.572612e-27,5.2112796e-15,6.2704903e-13,0.9875148,0.9903061,0.77278596,2.6588102e-11
5.3011017e-06,0.005844212,3.0022534e-08,9.973923e-08,2.5278275e-08,4.6628178e-14,3.6826313e-14,6.570487e-14,1.1569744e-07,7.943443e-05,0.5948781,2.0807064e-16,9.6463984e-05,3.3761492e-07,1.1528918e-14,0.6269755,3.705145e-16,0.0015482324,1.3591882e-13,2.4793235e-07,1.2754858e-13,7.2973016e-08,5.72579e-07,0.5579245,0.5799864,0.32734585,3.030227e-06
2.5100894e-08,0.011399628,2.5099707e-06,9.9064664e-08,2.1151227e-08,4.6004606e-13,2.0970649e-13,4.5329314e-13,1.270357e-07,0.00066915335,0.49682668,2.7577258e-11,5.2052445e-07,1.804715e-07,6.894484e-14,0.52158,2.785341e-11,1.6844053e-05,1.0910438e-12,1.690465e-07,4.2569957e-13,8.5084e-08,3.228301e-07,0.50369495,0.4932977,0.4997454,1.1225086e-08
0.46401837,0.012988004,0.030959338,7.713831e-07,4.6904483e-07,0.64447683,0.5061893,0.6719331,9.715254e-07,0.13664265,4.3632178e-14,0.88882446,0.00040148682,1.5097493e-06,0.7396515,3.2073523e-14,0.8915444,0.00013210156,0.6789711,2.2976365e-06,0.47838688,1.0533303e-06,2.2425463e-06,1.2344855e-13,7.100394e-14,2.110456e-12,0.46104664
0.0011757358,0.004981849,0.0009964829,6.2906947e-06,6.33405e-06,0.11281724,0.04322815,0.10820625,4.807563e-06,0.12866281,1.5244606e-05,0.24781387,6.4822843e-06,6.132029e-06,0.14227706,4.0378018e-05,0.2628597,6.0047605e-06,0.08922583,6.6054913e-06,0.040207807,6.893854e-06,5.401374e-06,1.3685544e-05,1.22139045e-05,0.0003621769,0.0011185011
1.0,0.00022087597,1.6702414e-11,1.4371772e-14,2.3106805e-14,1.0,1.0,1.0,1.2305063e-12,0.13564564,1.163321e-31,0.97933125,1.0,2.8307229e-13,1.0,6.480682e-34,0.9824223,1.0,1.0,5.6636195e-13,1.0,1.0554846e-13,1.4072276e-11,6.949561e-38,0.0,0.0,1.0
1.4774583e-12,0.0008578001,4.102832e-13,2.5020214e-15,4.110617e-17,9.86734e-30,1.8643962e-28,1.896494e-30,5.990303e-15,3.2492396e-15,0.9991116,2.869323e-32,3.4049246e-09,2.570587e-14,2.1927784e-34,0.999473,8.581654e-32,1.8560843e-06,3.3650693e-28,1.74855e-14,1.0141811e-27,1.6530792e-15,1.5870226e-13,0.9928969,0.9936795,0.91664106,1.03501436e-13
3.6258746e-06,0.018375602,0.0011074387,4.73222e-05,4.2145082e-05,1.968614e-05,2.4342744e-06,3.1902367e-05,5.139774e-05,0.09684718,0.05239943,0.014426046,4.1399068e-07,4.465432e-05,8.30044e-05,0.0733074,0.013970312,1.2231318e-06,1.7529754e-05,5.0471586e-05,3.4639113e-06,5.5441273e-05,4.735737e-05,0.066752434,0.06485579,0.29230547,3.0550852e-06
0.32620695,0.0127926385,0.009849494,2.4441852e-05,2.0621377e-05,0.3629191,0.27383956,0.3693272,2.3336286e-05,0.13970691,1.533281e-08,0.44132832,0.004789,2.7411059e-05,0.41545808,2.0908598e-08,0.46459767,0.0026119396,0.3760953,3.759197e-05,0.26849025,3.0325944e-05,3.5245663e-05,1.2711807e-08,9.3040065e-09,4.8486243e-08,0.3296605
0.00020654533,0.011097171,9.903697e-06,4.3680437e-05,3.2151347e-05,2.4120362e-07,5.2847493e-08,5.397869e-07,4.3274118e-05,0.047443405,0.25806606,3.462854e-07,0.00043918742,5.7561723e-05,8.8408046e-07,0.2908515,4.47824e-07,0.0011641613,2.7088933e-07,6.100891e-05,1.0244078e-07,4.4007902e-05,7.755674e-05,0.23974179,0.24932957,0.11835992,0.00019052283
0.00011196025,0.0055381684,1.1622053e-05,1.9577983e-05,1.7866372e-05,2.2528977e-06,4.7608785e-07,4.3781433e-06,1.7012237e-05,0.088573135,0.13546318,1.5320216e-05,0.00021950922,2.033043e-05,8.046582e-06,0.166643,1.9008445e-05,0.00053040107,2.2285094e-06,2.1623964e-05,7.8683877e-07,2.0686277e-05,2.3537958e-05,0.11888666,0.118600585,0.02572917,0.000103416416
0.50298953,0.016699746,0.004825543,0.00016856963,0.00013942893,0.33883563,0.3016703,0.34472063,0.00017300948,0.16009185,3.0289875e-06,0.22513866,0.24774611,0.0001583059,0.35860297,7.3245733e-06,0.23564027,0.22881629,0.3385203,0.00019211134,0.30799273,0.00018001719,0.00022226648,7.9676926e-07,7.2324934e-07,3.332681e-08,0.4937319
0.6571851,0.010063607,0.0014750712,6.610085e-05,5.28651e-05,0.383652,0.36680767,0.39380664,8.484413e-05,0.15756048,6.2055665e-07,0.1655859,0.6342246,6.781434e-05,0.40446925,1.729825e-06,0.17321834,0.63081187,0.3824046,7.4929354e-05,0.3656289,7.747691e-05,9.419727e-05,1.0184832e-07,8.534551e-08,1.1403171e-10,0.6464587
1.0,3.6138797e-05,2.120781e-13,1.2722325e-13,1.9954573e-13,1.0,1.0,1.0,9.7026e-12,0.13670634,4.85394e-25,0.8314089,1.0,1.6854899e-12,1.0,1.5767629e-26,0.8561364,1.0,1.0,2.0358593e-12,1.0,7.104882e-13,4.681655e-11,5.612611e-33,1.7476278e-35,0.0,1.0
2.1467582e-07,0.013180878,0.0021860714,1.5955462e-05,1.2545744e-05,8.8202105e-05,7.071046e-06,0.00011525857,1.8265251e-05,0.09517302,0.015840923,0.066605,3.0521853e-08,1.3227327e-05,0.00028904458,0.024282893,0.06474902,1.1600016e-07,8.0771606e-05,1.5183756e-05,7.774348e-06,1.6997057e-05,1.4326981e-05,0.026123226,0.022348028,0.324871,1.7430237e-07
6.786584e-05,0.0058718263,0.0007902955,1.068396e-05,1.1106145e-05,0.015410092,0.003343822,0.0166202,7.5210146e-06,0.13072626,0.00034574897,0.18555026,7.6532467e-07,7.8181465e-06,0.027380235,0.0007760186,0.19160672,9.509932e-07,0.011658311,7.990644e-06,0.0032616248,1.0075142e-05,7.88148e-06,0.0004259804,0.00042268494,0.013443906,6.317658e-05
0.9996813,0.004334448,7.1967825e-06,1.3030492e-06,1.1616705e-06,0.9738908,0.9842992,0.99544984,5.3759613e-06,0.15922178,3.1499007e-12,0.291738,0.99996895,3.669325e-06,0.9933002,2.6705697e-12,0.3115173,0.9999619,0.99025327,3.1259601e-06,0.99046856,2.11281e-06,6.7094543e-06,2.914689e-15,5.1154945e-16,4.0873514e-24,0.99963284
1.0756799e-10,0.005495755,1.1347768e-08,4.54133e-11,2.5860165e-12,3.5737728e-20,7.310701e-20,1.9092212e-20,7.2185924e-11,1.0316467e-06,0.77493435,1.3784707e-18,1.0926434e-08,1.2866201e-10,1.3748601e-22,0.7807444,1.8595403e-18,8.2852085e-07,2.9410417e-19,1.2985155e-10,2.0985108e-19,3.4035642e-11,5.264101e-10,0.7732044,0.75161284,0.72224516,2.2215741e-11
8.657016e-13,0.0023780572,1.4750103e-10,6.508844e-14,1.3397926e-15,6.095917e-26,3.1663363e-25,2.0768657e-26,1.2009652e-13,1.7150353e-09,0.95089954,1.9832293e-23,2.4619412e-10,2.3350403e-13,1.8498864e-29,0.9567161,3.1573176e-23,3.038767e-08,1.2042662e-24,2.619724e-13,1.1783994e-24,4.6673023e-14,1.773366e-12,0.9266155,0.9140249,0.8621473,9.944072e-14
0.9989837,0.02927963,0.023770452,4.5847617e-10,3.019755e-10,0.99998564,0.99986875,1.0,2.6743252e-09,0.13742845,1.6247131e-25,1.0,0.00029462465,4.8582773e-09,1.0,1.9886277e-26,1.0,4.8654234e-05,0.99999964,7.822918e-09,0.9999593,1.6527217e-09,1.4571879e-08,4.2277107e-25,1.4461306e-25,7.3168135e-27,0.9987877
1.8325898e-11,0.0060271835,3.142634e-08,4.769642e-11,3.174648e-12,9.726796e-20,1.5878385e-19,6.063189e-20,8.39471e-11,3.0528893e-06,0.7288031,1.196085e-16,1.4128337e-09,1.262505e-10,6.5072285e-22,0.73960584,1.3942211e-16,8.804846e-08,7.2789536e-19,1.3446243e-10,4.635034e-19,4.3317645e-11,4.9683374e-10,0.7338042,0.7099566,0.73574716,3.9622936e-12
1.8682009e-05,0.0042502256,0.00048734053,4.881911e-06,4.886014e-06,0.013778527,0.0023572173,0.014535874,3.1396137e-06,0.121545985,6.0803653e-05,0.20144393,1.8780334e-07,3.9189863e-06,0.024737693,0.00012762134,0.20296116,2.0707188e-07,0.009865872,3.862724e-06,0.002232556,4.604437e-06,3.620712e-06,9.305493e-05,8.4614585e-05,0.009795755,1.8757848e-05
1.2565839e-06,0.015509741,3.4122073e-05,5.1038433e-06,2.2947045e-06,5.7680816e-09,1.2542634e-09,9.455536e-09,5.5539426e-06,0.026124846,0.32945347,4.2417284e-07,7.838969e-06,7.052391e-06,8.001974e-09,0.35814455,4.222694e-07,5.887085e-05,9.121772e-09,6.886744e-06,2.3084619e-09,4.520412e-06,9.444637e-06,0.33729196,0.3306659,0.32893768,8.7449007e-07
1.3092375e-06,0.01880865,0.000118118165,1.1687229e-05,6.188963e-06,2.4452739e-08,3.7783874e-09,4.3010786e-08,1.4252722e-05,0.058025286,0.27887538,2.0407917e-05,3.368374e-06,1.3634453e-05,5.1393783e-08,0.31209463,1.9668312e-05,1.9829642e-05,3.0043154e-08,1.4700702e-05,5.7630998e-09,1.16486935e-05,1.921703e-05,0.28849623,0.2819478,0.31916437,9.931115e-07
1.0,0.0076015084,1.6358506e-05,8.0169715e-10,7.9677026e-10,0.99999887,0.9999995,1.0,7.913472e-09,0.13983998,2.798018e-23,0.91604275,0.9998895,6.646636e-09,1.0,2.3277658e-24,0.9131948,0.99980366,1.0,9.747298e-09,0.99999994,2.5509637e-09,3.326432e-08,1.7291551e-25,2.2563866e-26,3.8246493e-34,0.99999994
3.4161174e-14,0.00045407456,9.982397e-15,4.391764e-18,2.8001153e-20,4.5564408e-35,4.178423e-33,4.593384e-36,1.1119129e-17,2.8973787e-19,0.9999577,1.4296563e-36,6.853184e-11,5.619212e-17,0.0,0.99998623,4.8156615e-36,4.93909e-08,3.3913886e-33,4.8382092e-17,2.4173739e-32,3.123948e-18,5.4602677e-16,0.9992667,0.99935234,0.98530394,9.57817e-16
1.8036447e-11,0.0026910526,1.5973657e-10,1.308369e-12,4.568847e-14,1.13643815e-23,4.944717e-23,3.6136996e-24,2.1314593e-12,1.9485786e-09,0.90741646,1.6024137e-24,1.5627382e-08,5.543738e-12,4.495428e-27,0.90965825,3.3111872e-24,2.5478782e-06,1.6881227e-22,4.560067e-12,1.6799384e-22,7.5620543e-13,2.9825007e-11,0.8812931,0.8667828,0.77172726,2.7312944e-12
2.7930984e-18,5.0682656e-06,6.939812e-23,2.680618e-27,7.8939505e-31,0.0,0.0,0.0,1.11501275e-26,2.6891974e-37,1.0,0.0,1.1399478e-13,2.0850272e-25,0.0,1.0,0.0,5.078454e-09,0.0,1.472472e-25,0.0,1.2962325e-27,3.1200322e-24,1.0,1.0,0.99989265,5.528096e-21
1.1645867e-06,0.013022678,2.920348e-06,1.9883387e-06,8.4301246e-07,7.499866e-11,2.2654599e-11,1.374811e-10,2.4070825e-06,0.0032606358,0.41711333,3.7444436e-10,1.1749285e-05,4.0950276e-06,7.933685e-11,0.4539651,4.448393e-10,0.0001069104,1.3068864e-10,3.6604858e-06,5.4639175e-11,1.8900425e-06,5.8229675e-06,0.4004079,0.41399518,0.32256097,7.5844684e-07
6.516254e-08,0.019228494,0.0006531912,6.5009617e-06,2.9022733e-06,1.8596513e-07,1.9658188e-08,2.4437944e-07,7.4873574e-06,0.058130782,0.15573227,0.00053515454,7.4802045e-08,5.814106e-06,2.6091178e-07,0.17939958,0.00042848775,6.8297237e-07,2.3246972e-07,6.7658757e-06,2.6541628e-08,5.9137515e-06,7.892845e-06,0.18648864,0.16335377,0.44331133,3.88436e-08
0.9999539,0.034176216,0.011045132,2.187233e-10,1.3966742e-10,0.9999955,0.9999787,1.0,1.6708326e-09,0.13218918,2.164093e-26,1.0,0.010557131,2.8305291e-09,1.0,1.9211742e-27,1.0,0.002203866,0.99999994,4.9745505e-09,0.9999943,1.035139e-09,8.283872e-09,2.8917592e-26,8.1084956e-27,2.3145843e-29,0.9999471
2.3782496e-09,0.010745462,7.5515425e-07,4.188936e-09,4.5421467e-10,5.910582e-16,4.451681e-16,5.117524e-16,6.119455e-09,0.00010019959,0.6047342,5.001264e-13,5.0400505e-08,7.9890725e-09,2.861988e-17,0.6306009,5.384868e-13,1.4260064e-06,2.722952e-15,9.0572785e-09,1.074867e-15,3.6927832e-09,2.2023475e-08,0.627471,0.596555,0.6409203,7.425682e-10
0.0011800724,0.0033414217,5.2480587e-05,1.223819e-05,1.3421882e-05,0.0015877065,0.00059764064,0.0018549638,8.5040865e-06,0.114535965,0.0035433047,0.004451743,0.00030560407,9.261962e-06,0.0028871077,0.007208597,0.00582222,0.0004475925,0.0013407635,9.979078e-06,0.00072175503,1.1525046e-05,9.691734e-06,0.0020420076,0.0023111885,0.0003718779,0.0011662141
2.1105966e-12,0.0020974851,2.7299885e-11,3.4723563e-14,7.129795e-16,5.934135e-27,6.035502e-26,1.5765455e-27,7.209334e-14,5.411053e-12,0.99305224,2.333934e-26,1.1142444e-09,1.9041004e-13,6.1552307e-31,0.99505925,4.5528475e-26,2.0296626e-07,1.4177812e-25,1.7734599e-13,2.4632187e-25,2.5831396e-14,1.2895645e-12,0.97658896,0.97572446,0.90274847,1.9076556e-13
5.0080394e-06,0.0044350554,0.00020114567,4.4511326e-06,4.746118e-06,0.0007995863,0.0001307041,0.0010432766,3.0164563e-06,0.11365357,0.0010138347,0.09884498,1.3543402e-07,3.5581147e-06,0.0018601402,0.0019434708,0.096997224,2.1981703e-07,0.00057676015,3.490643e-06,0.000135873,4.506612e-06,3.2718597e-06,0.0012774064,0.0012398638,0.024393912,4.797766e-06
1.2103516e-06,0.008833787,0.0007687639,1.2706065e-05,1.295983e-05,0.00019752112,2.3525323e-05,0.0002876971,1.0740893e-05,0.107945815,0.01248074,0.0883927,3.061561e-08,1.08965505e-05,0.0006642976,0.020052744,0.08711273,6.5421695e-08,0.00016264255,1.1109705e-05,2.8455837e-05,1.3537978e-05,1.0703612e-05,0.020102184,0.018453112,0.23067403,1.0692905e-06
1.2470017e-10,0.005547015,1.7885732e-09,7.2113773e-12,2.7915235e-13,1.5687446e-22,7.108889e-22,6.112133e-23,1.1494486e-11,2.3886566e-08,0.8688244,1.6458446e-21,2.9072982e-08,2.4262826e-11,1.3166114e-25,0.867296,2.7583115e-21,1.8255789e-06,2.2119058e-21,2.4392424e-11,2.4059705e-21,5.0435892e-12,1.420171e-10,0.8543027,0.83209854,0.77565414,2.0230364e-11
1.5349285e-08,0.00848782,2.2632655e-07,9.843666e-09,1.4393425e-09,1.3620286e-15,1.0451006e-15,1.374199e-15,1.3610934e-08,7.700014e-05,0.6222302,2.0288333e-14,4.3792187e-07,2.3925141e-08,9.972376e-17,0.64400756,2.3167086e-14,1.6701057e-05,5.29381e-15,2.2369782e-08,2.8893823e-15,8.287096e-09,5.392282e-08,0.6192772,0.6124483,0.54875505,5.3248446e-09
0.13478284,0.0038917453,3.1204916e-05,3.8399015e-05,3.768842e-05,0.0032629585,0.0022501978,0.0038798943,3.341852e-05,0.11675739,0.014323486,0.000121855344,0.06857675,3.4514465e-05,0.0052226125,0.02512366,0.0002030946,0.08395496,0.0036993923,3.4519107e-05,0.0032110203,3.8245922e-05,4.4073837e-05,0.006611549,0.007068673,7.650025e-06,0.13722663
7.869075e-05,0.0069244616,0.005883776,4.109142e-06,3.1693144e-06,0.06991999,0.016344506,0.06372102,3.3545446e-06,0.1320084,8.399651e-06,0.3165664,3.4601206e-07,4.7405993e-06,0.09540892,2.3072975e-05,0.33024794,4.5337944e-07,0.056162495,4.987906e-06,0.014386074,4.0917175e-06,4.246025e-06,1.8718069e-05,1.4482567e-05,0.02056106,8.2950515e-05
0.00014703558,0.0059493375,0.0038141806,4.1584476e-06,3.5194766e-06,0.103394985,0.028117964,0.08987061,3.4826528e-06,0.12234935,3.1730917e-06,0.3277643,5.099374e-07,4.0891464e-06,0.12802647,8.323807e-06,0.32645303,5.548472e-07,0.07914356,4.4245667e-06,0.025064146,3.91717e-06,3.7002628e-06,5.3559115e-06,4.305579e-06,0.0041642645,0.00014301078
1.6870102e-13,0.00010206075,3.3276113e-16,1.6991739e-18,8.67796e-21,5.6313246e-36,2.3845463e-34,5.685478e-37,4.117693e-18,3.4458696e-20,0.99998784,0.0,1.7436788e-09,2.9488297e-17,0.0,0.9999962,0.0,8.608096e-06,3.642107e-34,1.7320932e-17,1.3264262e-33,7.9826646e-19,2.0619327e-16,0.99959487,0.99967533,0.9730565,5.8437083e-15
3.143091e-05,0.012127256,3.956785e-07,3.3501774e-06,1.3355515e-06,8.469867e-11,3.623773e-11,1.3393872e-10,3.96005e-06,0.00018180323,0.51323485,4.2881477e-14,0.0005062746,8.8142215e-06,5.1001342e-11,0.54106504,7.819302e-14,0.0047439034,2.084069e-10,6.084071e-06,1.0763571e-10,2.25506e-06,1.4027436e-05,0.4775914,0.49359214,0.28606513,2.03041e-05
6.865326e-05,0.0077761654,1.24582075e-05,2.8492199e-05,2.2891021e-05,1.0596445e-06,1.7634252e-07,2.2089812e-06,2.7188493e-05,0.078853555,0.19794299,3.5279584e-06,0.00020117559,3.1670716e-05,4.4757435e-06,0.2252581,4.3213217e-06,0.00057001604,1.1338819e-06,3.363289e-05,2.9901355e-07,2.7639717e-05,3.6181005e-05,0.18836528,0.18711929,0.08436264,6.331778e-05
0.22555238,0.0055597047,0.0006246397,4.2290667e-05,4.121452e-05,0.16174665,0.12289592,0.13888238,2.9334078e-05,0.15109241,5.4084736e-05,0.070234396,0.03297196,3.2793676e-05,0.16695428,0.00012700475,0.0894115,0.030335609,0.14644119,3.8778675e-05,0.117019035,3.609874e-05,3.406888e-05,2.272151e-05,2.255833e-05,3.6278773e-06,0.23112582
1.5028369e-06,0.023039453,0.00031578023,1.0099413e-05,4.2159127e-06,3.5256704e-08,7.89916e-09,4.839053e-08,1.14791965e-05,0.052233208,0.29307148,2.7574191e-05,4.6356804e-06,1.1550386e-05,4.116018e-08,0.32090923,2.4182133e-05,3.7985632e-05,5.5800832e-08,1.1873378e-05,1.2614783e-08,9.522661e-06,1.5427835e-05,0.32262847,0.30171782,0.40508288,9.862216e-07
0.21812557,0.009481432,0.0018065391,0.00010525438,0.000113159804,0.20107831,0.15278526,0.18611883,8.745845e-05,0.15336251,5.261273e-05,0.18589821,0.026225816,8.494119e-05,0.21794033,0.00011691801,0.21107987,0.022165837,0.18630315,9.9902594e-05,0.1457915,0.00011212617,9.534652e-05,2.0292273e-05,1.962814e-05,4.9083146e-06,0.21200489
0.9506631,0.026189204,0.021183314,7.714913e-07,5.0595025e-07,0.9390825,0.8789429,0.9888649,1.6917146e-06,0.14900404,2.0275199e-16,0.9100823,0.07264199,2.1218966e-06,0.9910105,9.5735634e-17,0.91094196,0.038719557,0.97915304,3.259511e-06,0.89668804,1.4249881e-06,3.2296452e-06,1.426201e-16,7.954281e-17,4.7542297e-18,0.95013875
6.7505094e-12,0.0016549233,1.3490112e-11,4.6511372e-14,1.0549421e-15,1.1764354e-26,1.7704107e-25,2.6159556e-27,8.994676e-14,2.4624179e-12,0.99467766,9.093385e-28,7.410094e-09,3.2799902e-13,7.219014e-31,0.9961944,2.0541803e-27,2.0371629e-06,2.5784195e-25,2.4765324e-13,6.9618395e-25,3.16787e-14,1.7169278e-12,0.97898173,0.9794018,0.8851563,6.609455e-13
0.99935293,0.0011031528,2.1647801e-07,1.5467745e-06,1.5928333e-06,0.8346616,0.9188506,0.9012425,6.583285e-06,0.1481715,2.8445628e-09,0.075175606,0.999998,3.589118e-06,0.85032755,7.2259554e-09,0.07958132,0.9999979,0.8720596,2.406309e-06,0.9354664,2.3339035e-06,4.570558e-06,2.930026e-13,3.356446e-14,1.1022723e-23,0.9992038
