cycle,setting1,setting2,setting3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,RUL,cycle_norm
10,0.42994039942756435,0.8852922004183368,-7.265928781532652e-06,2.3575939906605526e-05,0.3908069386681548,0.3255918521090666,0.3110750542146025,-1.2271570321900129e-05,0.9999302912038871,0.8050191488639098,0.18990551335370193,0.20091947571557706,2.0822706757092024e-05,0.20221053361541458,0.7772337075714505,0.22066905277034446,0.21265351853109868,0.17301038909890498,3.112185166531384e-05,0.3333708219921787,5.185344906450102e-05,-9.095066452139945e-06,0.732788155321827,0.8283255594939563,160,0.10396979868109049
130,0.5781863213201609,0.876241735127777,-3.9494862863626915e-05,-3.6184118050434205e-06,0.5253986096380225,0.5276470221583778,0.5014511479383156,8.953430568397368e-06,1.0000181809320439,0.46040108548091746,0.3496578862063223,0.17453972362554582,-4.355963406673546e-05,0.4654910991515041,0.5959127251330208,0.36362808661074303,0.21068910430361337,0.4798939197502935,5.943284558177026e-05,0.500045495268972,9.09532447633781e-05,2.280404267575496e-05,0.4181558910863007,0.5477694887045913,72,0.29222675800292053
54,0.5420907034382085,0.8829921344005109,-3.836220597932835e-05,-4.686591809570606e-05,0.3875446981364128,0.3796391894314737,0.43413846192015043,-7.2342389229125735e-06,1.0000161957118423,0.5706121718661181,0.3632806722929121,0.08158729298593889,3.7963805314938536e-05,0.43655520127172465,0.5386407968685532,0.41595841262711525,0.11176546868319137,0.5140977043425621,2.7126453538766945e-06,0.4166035887056136,1.7095795674628565e-05,-6.506036527885975e-06,0.4552218391167161,0.5343712441144804,108,0.24154368688570652
59,0.4146170726451851,0.8688011164043756,1.7285957860928045e-06,-2.497109656407954e-05,0.2799523439694862,0.32974543487241903,0.35773905641060905,-3.389478845496814e-05,0.9999939394704696,0.66633168009527,0.30854665582795354,0.1606740477518059,3.610476510282204e-05,0.2804118016031767,0.626186180688401,0.25833987520926155,0.180831869898739,0.3314522011549768,6.196867391527538e-05,0.3332816204491632,-3.123012318628312e-05,-2.5929997324686542e-05,0.5846368763057413,0.7041068047443719,106,0.05733564957526446
180,0.4004005054918134,0.8813434679087724,-4.081373087304259e-05,-1.8404245828443263e-05,0.6950001900720972,0.6955285069601655,0.7201331124299828,9.623322966158446e-06,0.9999844749065616,0.14066928653833963,0.5266344995032137,0.1697725894646177,-9.993964576964594e-06,0.7678895958717905,0.16088197496510617,0.54866581461532,0.2146567784687071,0.7969771461021672,5.2792602668804054e-05,0.6673662024319874,-2.04103832198988e-05,-3.6765430607499505e-05,0.20502494365631208,0.2148477312073523,7,0.44758321165732845
8,0.6034187076656823,0.8798666928596833,-2.3026123687063927e-05,-3.1481459926980336e-05,0.4476256161253554,0.34295995699364945,0.4040134813325491,1.9402158819503547e-05,1.000078108389884,0.6047919650277416,0.21578481315993625,0.14525928650189832,5.430308920493044e-05,0.35588013666424034,0.5348108440050917,0.3129535114322294,0.14653412698223992,0.4386957506739614,-1.4963548138023959e-05,0.41660979227637984,2.967957603398335e-06,-2.1129670169068213e-05,0.5866351969499377,0.6096418856013186,206,0.11399074324175705
25,0.46488872777151824,0.8780921206948928,2.6329409600752205e-06,-1.863957764480502e-05,0.32417494356007825,0.3653199398595415,0.3241733128977303,7.480199126517207e-06,1.0000018935785508,0.787536866910315,0.19562889871284267,0.13142491800580064,-2.114192503379068e-05,0.24587558166212142,0.7677735036879264,0.19826702289308556,0.21452655613610644,0.2597023224583256,2.2167471954685703e-05,0.3333442316185942,9.70988759443173e-07,-4.809648936483371e-06,0.8161572733324727,0.742037699536992,222,0.051915839733951086
85,0.5111674558197752,0.8965627671806883,-1.6031654002850442e-06,1.7711554952328706e-05,0.31441283390775704,0.2944581372859691,0.3328788084163601,-7.127793518903212e-07,0.999981749140013,0.6570415652275481,0.23786740423563424,0.16572178612747218,1.7764240251595214e-05,0.22236469561755307,0.7673151690930861,0.18984349985059795,0.2538443298888066,0.2949196371127203,-3.865130514269405e-05,0.33324533254986893,1.6086140795654996e-05,4.482621633727068e-05,0.655920273922463,0.7376872499454495,90,0.2820961621160611
53,0.43160945194727085,0.8384788761740741,5.374626599542106e-06,1.7178306026883475e-05,0.2689530563525593,0.3156314914927212,0.31475116309538953,2.6986737359723798e-05,0.999908734028046,0.6598904442595466,0.2780467919654299,0.13872324264222824,-1.926690677229145e-05,0.3217020079420552,0.6767031907499037,0.2472289919423278,0.21335559619260527,0.26808109297620786,2.7995313891986143e-05,0.41657661062904466,-1.9273039916330685e-05,-3.8391882833169307e-05,0.5752128833441111,0.6108535882118706,124,0.2465229091656579
183,0.5666434577565733,0.8414576733320338,-2.4613961690271366e-05,5.4817747863999665e-05,0.5670308124530837,0.5079147329443252,0.6245474462272789,-4.7652698660688104e-05,0.9999903859155768,0.4046396042625131,0.3072603396200211,0.1898561164084384,4.769729036787496e-05,0.560654081231164,0.5343484871981945,0.37409716036261803,0.23031623148434788,0.5511772979508295,4.289708307311649e-05,0.49995458302390217,-5.105344422907504e-05,4.494035815477545e-05,0.42519491322581965,0.3894806998312045,33,0.5391326926436177
190,0.419224364162294,0.887770564364833,-6.855773415467855e-05,5.5106780109576335e-06,0.6366338015612693,0.644562580085812,0.5878746392010039,-2.714855568057728e-05,0.9999711421092605,0.41903909062490213,0.34241126097446434,0.3521798212247691,6.327631258677245e-05,0.5732159632963134,0.477287844404938,0.40790017279959545,0.2963938155312198,0.5670071854111864,1.0586738421927717e-06,0.5835058604164141,-5.58833090596697e-05,5.455393809254658e-05,0.46118373813178837,0.46901165552709034,27,0.2914644828176699
54,0.4119480455134971,0.853199865258228,3.134021223001444e-08,7.736994306729337e-06,0.3217750977978878,0.39160976020422766,0.24019029354545673,-7.130032193634825e-05,1.0000897072388433,0.7421369822254622,0.12003856256376559,0.20336623828324174,-1.3796617931561079e-06,0.307737749853476,0.7343241030206079,0.11001935489090726,0.22879030473036455,0.26942584661028013,-3.5939934186718914e-06,0.3333197784277491,9.013233551217738e-06,1.1354890587613923e-05,0.6734996387871834,0.7157771233966574,117,0.19323537734074925
59,0.49436850545352967,0.8567003298612731,-3.69262106575652e-05,5.280766017104078e-05,0.4291061846625176,0.3260297548229791,0.4942762475024046,-2.3164750730281136e-05,0.999939224304978,0.44921307129798255,0.3776130605889592,0.11175694872961138,-3.3033539980747555e-05,0.4380968584720579,0.5425722762555744,0.3428032668771026,0.1761645832793289,0.4946981730968601,1.8580031658192464e-06,0.4164866079862305,1.465210682929406e-05,-2.2621001882035166e-05,0.5474385526102451,0.5350202326720391,54,0.23532171079376174
127,0.494823414976495,0.8582380987025663,6.420859175210492e-05,-5.7341040914016165e-05,0.5259925118769182,0.4133234967852666,0.4685081256720554,4.869443200696112e-05,0.9999353221515324,0.6069697453037826,0.34895577243132464,0.1768305598062044,3.623515603586871e-05,0.39908845990163944,0.5575999238657738,0.35043286671843193,0.17504261896477394,0.41977780711627666,3.7994091487551824e-05,0.41668285289882184,-9.097378162505267e-06,-1.0233296416917111e-05,0.4743874800964827,0.52686766720463,82,0.3037664250060967
162,0.45972369847167427,0.8652046717823143,1.7665498445678894e-05,-1.6632285291763452e-05,0.5854583985362964,0.48253181338180345,0.5970820321555347,2.793614077021064e-06,0.9999740904816533,0.31793778912237275,0.39967980115845697,0.15765981839094523,-3.4939060117389156e-06,0.6879783818612538,0.20270054834479875,0.42265481375667924,0.20266631320786851,0.6364788181677951,-2.5178785308114614e-05,0.5834092310059231,-1.6746666594760627e-05,5.058771065910553e-05,0.3401509471738779,0.4143089625072066,50,0.49470333186559545
80,0.5344890363522266,0.8643347352072444,-6.685597333673076e-05,1.4511160208203534e-05,0.24336912595650026,0.33119920182919843,0.38512471212266924,2.594194454886287e-05,0.9999233117981966,0.7272882586735473,0.14663797335975512,0.14022561667102415,-1.0145580008420187e-05,0.2644020725303365,0.8353245224668455,0.22563870469255545,0.1818689236476948,0.2743647558701721,-1.050693712481614e-05,0.33341568262057647,4.136540359825394e-07,-2.9303958532557577e-05,0.6691736352027915,0.6852025752171831,185,0.3160621734430859
77,0.4013310090605977,0.8165252970752278,-5.78412208912971e-05,3.5273318582785436e-05,0.3516890443110533,0.4059028000080996,0.4375777032622686,8.111735635749836e-05,0.9999889777789195,0.61091525119732,0.33351639433637037,0.19395837983632283,4.278866974068229e-05,0.32908870299708104,0.6611349800986543,0.34882782119374006,0.1787738702757833,0.38781112084070446,-3.0032995691401074e-06,0.4166758346139013,-1.278177750926878e-05,1.1904060234137985e-05,0.6128287620509918,0.5734829464630815,69,0.146906608895276
94,0.5277902126917916,0.8994675262881101,-3.886845120542447e-05,-4.572032650144536e-05,0.22213107815391225,0.2490262457466779,0.30994380990986814,3.317215437641953e-05,0.9999380002491285,0.7324503288275528,0.19791778394071974,0.22417850696967193,9.380303310280687e-06,0.2539124299923059,0.7070161410159864,0.24755192702544268,0.24877885263681915,0.24963679797484262,4.674910299868795e-05,0.3333933666091731,5.9777794526875966e-05,-5.4698101371169206e-06,0.7473490186027855,0.739441630423469,100,0.2391848062001012
37,0.6384578600859214,0.8866515943560507,-3.681233344965962e-06,1.507624128681485e-05,0.3161867284324904,0.37975532484724495,0.34147388611694063,-3.869685505500684e-05,0.9999931224133002,0.6301900096717072,0.2665579824787013,0.10626043856940548,-2.0238118354172805e-05,0.4015927608847035,0.54338343762875,0.3041035099818312,0.14372673428378577,0.42246094030468473,3.54144939686789e-05,0.4166934991558349,-7.921537777903683e-05,-6.362918978304644e-05,0.6789309611016839,0.5655335809732198,206,0.006272356495594544
208,0.430995057211763,0.8461590178742953,-4.526552760121607e-05,-1.1381451196621047e-05,0.42174552808723653,0.5876346382185887,0.5363629258327073,-2.154165676571752e-05,1.0000415058931973,0.3890830252409593,0.24044551378574724,0.335836813054297,-5.502014905861912e-05,0.5503582300812063,0.49346373312141606,0.28679905166396474,0.40094662199392506,0.5377813888113478,-4.261459519049375e-05,0.49986214170237275,3.403072349871986e-06,-3.907360379869971e-06,0.43260683991220467,0.39750628323251486,49,0.45396826205985785
93,0.5009865432030918,0.8683928744607945,-3.163267198571683e-05,2.7408144943901153e-05,0.28756379908920715,0.30469847621506757,0.20775144125620704,8.219348166180867e-05,0.999913593977825,0.7721257414841989,0.13642735533909775,0.20579799504627871,6.609488081168747e-06,0.2411227881273602,0.8196109502678439,0.19450736402247248,0.2576600331916425,0.24833734743703278,2.2438095948290424e-05,0.33324594294620496,5.468311412564371e-05,2.72220564063218e-05,0.7266786000892139,0.7752530065759882,139,0.2033713743030165
202,0.5391329525417509,0.8395711450703794,3.913201413538851e-05,7.03063677357143e-07,0.5987252086257209,0.5009717392764528,0.7394781354508462,-4.077626110187251e-05,1.0000024134347005,0.24229424942201988,0.4163230184175312,0.12744853114798765,9.380168061519733e-07,0.6231990010511915,0.12932390019588247,0.6498513337541147,0.203562627229932,0.6767297142152581,-2.2011782985092337e-05,0.5833033048848766,-4.693590290009823e-07,2.3613072850009065e-05,0.3504017079283952,0.23379204341019985,51,0.4611581634992099
237,0.42657860082176513,0.8848301897359646,1.6940620123571756e-05,-6.116565137369797e-05,0.44677712634425126,0.5827296542838628,0.5536354950945247,2.7719009719378494e-05,0.9999082968273614,0.5015796221976506,0.3286316425705425,0.23379979792454528,8.360659832523773e-05,0.5275419641195623,0.5029546321418831,0.3274941919163852,0.2843970012801034,0.5587544344123986,-2.3397395503940316e-06,0.4999637465176727,6.714407445254881e-06,2.6428874136793303e-06,0.4317890453612327,0.44617131807965793,66,0.5980624307335963
56,0.527354470504628,0.8884732954822018,7.479706215429711e-06,6.355784686580743e-05,0.3415823659964682,0.23334058234820687,0.36942904967513396,4.3135926604939194e-05,0.9999610525909097,0.6871715575041585,0.2688275526913882,0.16756019167494562,3.5281580729960495e-05,0.30386013453369676,0.5893330951209308,0.27569309601068226,0.15980240349240216,0.37445125476175384,3.051964918375724e-05,0.3334824959493028,-1.2692410741409009e-05,2.7823510157462435e-05,0.5926905801870411,0.6567050589999237,196,0.08985896377913344
92,0.5955350905376574,0.8866578080155074,2.6606885238340397e-05,3.764424141242761e-05,0.4834856309179981,0.4419579064604507,0.46564749156353724,1.8825667293662418e-05,0.9999439085401507,0.6491364375715607,0.2980770282161558,0.1881345182233164,2.0769701852115716e-05,0.3837482101501391,0.6333225225565781,0.3072415381072322,0.18571756781539359,0.5374027606585463,-8.404515023424056e-06,0.4167122315918563,-1.7262194410976797e-05,2.5848844184642204e-05,0.5476443007373867,0.49904289952654163,120,0.16785754665718444
178,0.5468284646407249,0.8469490062879168,-1.725583553992624e-05,-5.030730847179113e-05,0.8735002747872009,0.7183082490267132,0.9169336794412537,4.138991230941203e-05,0.9999850192933618,0.32229544742473104,0.5663573057864333,0.1223803884806249,-5.3236190009489876e-05,0.6919185068173542,0.2731526904349743,0.4957576115605995,0.14406183286745217,0.7893715291043072,-6.381607085712452e-06,0.583686391123128,7.542119765677856e-07,2.800452781576068e-05,0.2914242637911099,0.3124913289101556,11,0.5432705036402387
150,0.5175863139239553,0.8601626225317474,4.327402834960632e-05,-1.346097920079627e-05,0.5183944255618074,0.36201974983426155,0.4863314473656119,7.162094404457703e-05,0.9999824253797609,0.6488482538725445,0.2903043487762674,0.1688458722683547,2.8206950088665416e-05,0.3802258738052752,0.6535107905340068,0.3542075516351006,0.1929712706032967,0.4698932179862127,4.467738807782561e-05,0.4166626355627152,1.618376523787668e-05,-3.603543288098533e-05,0.5611190863400485,0.5317101282909515,83,0.32806916076484716
50,0.5636364624436708,0.871830998312202,1.5644531700973476e-05,-3.2563253472806004e-05,0.46980420365018916,0.4169948874004498,0.49388551287572213,-5.039703159877559e-06,1.0000823277666622,0.5366925008403446,0.3214311415244795,0.12433906586414474,-5.233395963397347e-06,0.40154520296388074,0.6347222667062531,0.38868838114195653,0.12885388264199646,0.3811658199310305,-6.3449153538493e-06,0.4168035479276081,-4.2000642873114956e-05,-7.323763329529815e-06,0.5891976831467913,0.5628756376156372,152,0.06276202747844803
58,0.43808303127836656,0.8241433980933197,-3.121878946769076e-05,-7.125687717148379e-05,0.2573362970088059,0.3374319238767239,0.3385123800963337,-3.9217285421559747e-05,1.0000909690904956,0.6335104418276971,0.2171185024614791,0.20193047230355565,-1.944982505826328e-05,0.26963018922569,0.8000383283438515,0.2700682049763748,0.19382187546378113,0.3443724319164892,-4.0513547202978096e-05,0.3333373151113155,4.908737505536744e-05,-2.4031179968298647e-05,0.6707787573124925,0.697863513023901,107,0.09896740385966485
152,0.5152884330144932,0.8621738392031217,-2.2608021198171776e-05,6.990181392715391e-05,0.25621150057017783,0.27421061381931866,0.22107904180371463,-2.6231809362375686e-06,1.0000118595631302,0.7969703833338657,0.18908578783130908,0.1652670753285603,-3.7931688435419396e-05,0.2561253238307093,0.6461859889541594,0.14070736258094957,0.24572635691825825,0.21851234644134981,-1.9980895373241873e-05,0.33325325063102407,-8.278549678046185e-05,-3.2880700744689987e-05,0.687914263317981,0.7532015594162929,133,0.31878745037800105
184,0.5208214123386886,0.8681848542951923,8.745303362730219e-06,2.2353031014484063e-05,0.7220098268136644,0.6004567573194427,0.6243141113343558,4.01639367410389e-06,1.0000488602147162,0.34053598839132226,0.5679586621086723,0.18122720330346714,-1.7207022343874834e-05,0.7486681832185136,0.19446663336798226,0.4866437697207808,0.1188480534049609,0.5871000981942562,7.4666324828386165e-06,0.583517572660247,6.157334551997708e-05,4.222921547978881e-05,0.1532450632666072,0.274151949094337,-2,0.5554366759924572
30,0.4688233718139884,0.8957675318999021,-2.57395245077689e-06,-3.443827447339042e-05,0.4936634104804943,0.4018137204314207,0.45562159212655917,-1.7908311987375674e-06,0.9998359820779866,0.4675677432352657,0.43396973988620796,0.07890973676078802,1.3729644116332164e-05,0.4903664646338839,0.500780217560135,0.3727392707173429,0.10888627714795235,0.580676268609596,6.19481761762714e-05,0.4165880608811435,-7.960371854448333e-06,3.0018259237207194e-05,0.4729132376214934,0.43754362733906427,88,0.10911844054935588
147,0.38677351042404323,0.8480962442296396,3.202800505358728e-05,-1.550857437171914e-05,0.4261589334017247,0.4515786097185855,0.42651862275195096,2.3609951643157774e-05,1.0000547755656486,0.6314645135232171,0.18035376535130943,0.323746454462447,-8.406253703731832e-05,0.383305573372722,0.6471225540525162,0.2783790810078229,0.3298765235921421,0.5030136171482487,-5.893987133814396e-05,0.41661249865193933,1.3171155039551392e-05,-1.608109425255292e-05,0.5228261100589624,0.524032326527861,80,0.40111271849427704
168,0.4792149345732461,0.8859981397916405,-3.979308576493418e-05,8.354669896628382e-05,0.4781365118020214,0.4692434812433735,0.4793909519862977,6.088017801080925e-05,0.9999478086743618,0.5997889513093313,0.2824589716041913,0.29182246410760604,-7.410730747336289e-06,0.415635932343981,0.611200906053414,0.3269862637524833,0.2595870225236715,0.5253491362617905,2.3174258363614074e-05,0.5001162102364376,3.247609844182819e-05,-8.228000902842112e-06,0.49528239933935225,0.5946300074449485,62,0.468158745222318
31,0.40527387932239567,0.8422262040724716,2.1873366040965976e-05,-2.505613773760672e-05,0.27374577001592815,0.25355005232128863,0.18928877407155015,7.8609336212805e-05,0.9998460183605051,0.750001216614497,0.17224178369793308,0.1841397906751219,2.579050979305143e-05,0.19801742710695353,0.8599741799198469,0.1828733348071959,0.2120074765079905,0.21379262090107454,8.299064758136187e-05,0.25009748165079304,-2.8320352876046424e-05,-3.370270957455912e-05,0.6580872672164687,0.8124345353327216,219,0.06458103554122929
150,0.48165964721070165,0.8683521476579176,-6.974066389181809e-05,-3.563096483542308e-05,0.769032420957925,0.7825650219868939,0.890165506402179,2.7097576902489208e-05,1.0000087205938424,0.2961606218306189,0.4634357725623454,0.6121570571589163,2.8538298301058276e-05,0.659540049801978,0.32743353405377473,0.5002740204010651,0.4616923860677897,0.5491902460261968,2.7429408116323733e-05,0.6688709068231101,2.8108887329552638e-05,4.15924443734114e-05,0.2580159020602612,0.17164536258786667,22,0.5799456115871259
133,0.5412555110551821,0.8664156392722282,-2.8345790040814775e-05,2.0994440530693805e-05,0.37414731465510365,0.4089824739342131,0.42002241578006816,-1.31701103630285e-05,0.9999489479667883,0.48037792925139206,0.34408721913221124,0.17485827678546642,8.251441643105924e-06,0.412120769563091,0.473881800418157,0.26650985469293864,0.19534127163880638,0.5004007093740606,3.97336789151147e-05,0.416681131075441,3.434029954362427e-05,-2.1526597521115723e-05,0.559614923963219,0.4489251697609697,97,0.33909706601006917
119,0.5720572191315009,0.8999512496741,-1.603682028386184e-05,-2.034998907268323e-05,0.32855779214921904,0.4273651943507216,0.49439961516447906,6.109858022383995e-06,0.9999996576319267,0.6216619059471441,0.23716306183693026,0.19277519546298516,6.420724824859872e-05,0.3425507533579427,0.7334772856828787,0.30959569576524176,0.19279001381415448,0.28100848416351354,2.425799724470448e-05,0.41668515198061024,-1.0973398081782644e-05,0.00010437253097178397,0.627636967583352,0.5788692739943608,102,0.1879333849438667
175,0.514265976475347,0.586108820669499,1.160393329582028e-05,-6.121450282501408e-05,0.4865906438590525,0.684969210729309,0.7306752344001483,5.308129705834321e-05,0.9999453842987063,0.34139200419848037,0.5276319646903199,0.07419260103201336,-2.824742491387569e-06,0.6187533524994693,0.19708594999485546,0.45039993946942447,0.1507605455177368,0.8858529568993956,4.493446831321939e-05,0.5834373152638527,-1.4361172911161111e-05,7.1161772514012e-05,0.2703056555790645,0.2823435265951177,13,0.30907378323614904
158,0.5901626400321647,0.9002729508516301,-5.723358597694523e-06,-7.857144697469225e-05,0.6677775281962474,0.5665936430068811,0.7473398508846101,-5.7117196288809244e-05,1.0000001156040181,0.3260562736956747,0.5101450831156464,0.18541191337120289,1.8855719220530224e-05,0.6389837646824986,0.39579670397776845,0.47259404789746523,0.2138192435578968,0.6516126614596165,-2.2150882912292908e-05,0.5831441944547976,2.719090575294674e-05,-6.083570714655815e-05,0.4212972333479444,0.3770173031949247,20,0.6039454125475544
53,0.6096945764713784,0.8854806158245189,-0.0001261854519271376,2.950228073615325e-05,0.43594949235439767,0.360738403006797,0.5373984553469238,-2.7772828994653286e-05,0.999922219880778,0.5390299408193422,0.36207120880370164,0.11876863532415977,0.00012729709451806447,0.4425374847533739,0.5725430399358828,0.3321740111678497,0.11683458627150856,0.528299409078518,2.6444345704837505e-05,0.41665839418772826,-2.7829854739231616e-05,2.7882902607529478e-05,0.48712824780923525,0.5170136215728806,138,0.1857194729215558
113,0.48645523996932005,0.843662495305239,-1.2037960446208769e-05,-2.4057011240462703e-05,0.4500925730018572,0.46058788755723956,0.49928049438559385,-6.300744451468244e-05,0.9999943755897717,0.5506494484571176,0.33698926106646704,0.19455381854692844,-1.0195675947332808e-05,0.3930059335681948,0.625346965635991,0.29686804147295226,0.21066933431653606,0.49295526301929155,-2.2661924255855754e-05,0.4166704216358128,1.6905236795598237e-05,3.138140024593616e-05,0.5382734419600795,0.520626809261001,64,0.2983562022473395
